Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line or Strain]	Term Source 2 REF	Term Source 2 Accession	Protein	Abbreviation	Protein sequence (aa)	UniProt	Addgene ID	Subcellular	Gene Symbol	Analysis Gene Annotation Build	Gene Annotation Comments	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
WS_MCF10A-landmark_library_20180506__Meas_01	A8		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	A9		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	A1		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	A2		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B17		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B5		Homo sapiens			MCF10A			"beta 1,4-galactosyl-transferase"	GalT	1-81	P15291	134862	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B22		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B23		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B3		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B4		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B12		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B13		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B16		Homo sapiens			MCF10A			Ras-related protein 11B	Rab11	1-218	Q15907	134860	recycling endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B10		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B11		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B20		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B21		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B6		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B7		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B14		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B15		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B8		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B9		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B1		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	B2		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C17		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C5		Homo sapiens			MCF10A			"beta 1,4-galactosyl-transferase"	GalT	1-81	P15291	134862	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C22		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C23		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C3		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C4		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C12		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C13		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C16		Homo sapiens			MCF10A			Ras-related protein 11B	Rab11	1-218	Q15907	134860	recycling endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C10		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C11		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C20		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C21		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C6		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C7		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C14		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C15		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C8		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C9		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C1		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	C2		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D17		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D5		Homo sapiens			MCF10A			"beta 1,4-galactosyl-transferase"	GalT	1-81	P15291	134862	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D22		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D23		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D3		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D4		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D12		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D13		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D16		Homo sapiens			MCF10A			Ras-related protein 11B	Rab11	1-218	Q15907	134860	recycling endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D10		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D11		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D20		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D21		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D6		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D7		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D14		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D15		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D8		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D9		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D1		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	D2		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E5		Homo sapiens			MCF10A			"beta 1,4-galactosyl-transferase"	GalT	1-81	P15291	134862	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E3		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E4		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E10		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E11		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E6		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E7		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E8		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E9		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E1		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	E2		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F17		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F5		Homo sapiens			MCF10A			"beta 1,4-galactosyl-transferase"	GalT	1-81	P15291	134862	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F22		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F23		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F3		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F4		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F12		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F13		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F16		Homo sapiens			MCF10A			Ras-related protein 11B	Rab11	1-218	Q15907	134860	recycling endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F10		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F11		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F20		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F21		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F6		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F7		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F14		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F15		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F8		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F9		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F1		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	F2		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G17		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G5		Homo sapiens			MCF10A			"beta 1,4-galactosyl-transferase"	GalT	1-81	P15291	134862	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G22		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G23		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G3		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G4		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G12		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G13		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G16		Homo sapiens			MCF10A			Ras-related protein 11B	Rab11	1-218	Q15907	134860	recycling endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G10		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G11		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G20		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G21		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G6		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G7		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G14		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G15		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G8		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G9		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G1		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	G2		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H17		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H5		Homo sapiens			MCF10A			"beta 1,4-galactosyl-transferase"	GalT	1-81	P15291	134862	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H22		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H23		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H3		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H4		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H12		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H13		Homo sapiens			MCF10A			Peroxisome targeting signal 1	PTS-1	SKL	N/A	134665	Peroxisome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H16		Homo sapiens			MCF10A			Ras-related protein 11B	Rab11	1-218	Q15907	134860	recycling endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
