Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Protein Name],Comment [Protein Name Abbreviation],Protein Sequence (aa),UniProt ID,Addgene ID,Experimental Condition [Subcellular Localization],Channels
WS_MCF10A_Landmark_20180621/Meas_01,E17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180621/Meas_01,E24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,C2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,D2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
